,0
174,@realDonaldTrump @TuckerCarlson Wassup punk Trump please don’t build dat freakiN waLL 🤦🏾‍♂️🙄
175,I'd love to be a fly on the wall when Donald Trump realizes Traitor Tot—who was wasn't indicting for conspiring wit… https://t.co/HWGRA0Ywor
176,Majority of Wall Street pan Trump Fed choices Stephen Moore and Herman Cain: CNBC survey  https://t.co/H0L6rQa6U7… https://t.co/cR3VEJ9aMX
177,@ChickeninBlack Sounds like maybe Trump should build his wall around your place. And we are doing fine.  Getting re… https://t.co/rBeGymX9nS
178,"@AIIAmericanGirI @FoxNews McConnell does not belong in Trump World. He s/b getting every $ he can 2
BUILD THE WALL… https://t.co/MCnpkLAFn5"
179,@AileenKetchum @DEAPHOENIXDiv @RepSeanDuffy @RepAndyBiggsAZ @Rep_Hunter @RepMattGaetz @RepDustyJohnson @PeteStauber… https://t.co/hIa7TpfsCW
180,@ElevateFN Ur doing a better job at the wall then Trump
181,"Thanks for taking up David Young’s gambit, but it would be really great if you would support Medicare for All, supp… https://t.co/PtJg8cWOzY"
182,"@IlhanMN Like the Trump tax cut, building the border wall, securing the border, lowest unemployment, wages are incr… https://t.co/PDBWHRj7It"
183,@Gr8ful_Patriot @WhiteHouse There some good news 4 #MAGA.  GOD he dont play games. president TRUMP was hes chosen t… https://t.co/SSuopDHEb6
184,Trump would hit it 7 feet foul but have one of his assistants come behind the wall in CF and say “I’ve found your b… https://t.co/TyG4UIds0X
185,. @nomuros presenting ‘Trump’s wall and the struggle against Immigration detention’ session starting now. #marxism2019 #teardownthewalls
186,"@realDonaldTrump President Trump, all the money they spent on their ""fake witch hunt"" could've have gone to build the wall!!"
187,"https://t.co/lnihZyEpz0
Hey, Fat Don!! What are the fucking CHANCES anyone as balls-to-the-wall CORRUPT as you will… https://t.co/CqExxQNEQC"
188,@Delavegalaw @VirginiaCutler6 Sufficient for the Senate? Cuz that's unfortunately where we are. Trump's True Wall:… https://t.co/Nc65XHJl7h
189,Trump's Game of Thrones meme is super hilarious considering the story is heavily influenced by a wall that fails an… https://t.co/VprcoMTt7z
190,Trump needs to sign an EO and FORCE them to build a wall! Enough derp-o-crat gerrymandering and obstruction! https://t.co/ArEhppRTkj
191,@junaidmuhammadd Soft reminder..... Donald Trump...... Now you should go build a wall around you.... A wall of shame....
192,"Trump Should Tax Everyone Who Didn’t Want The Wall..

Kinda Like Obama Did With ObamaCare"
193,"Trump Should Tax Everyone Who Didn’t Want The Wall..

Kinda Like Obama Did With ObamaCare"
194,@SenRickScott Why don't you pop over to Tyndall air Force Base and explain to them how you diverted their Hurricane… https://t.co/Yik6v0PmKH
195,😂😂 https://t.co/34srwkcBeL
196,Anyone who owns stock must be the most ignorant humans on the planet. Wall Street is fake they make money from thos… https://t.co/rilGYmXcSk
197,If you love a fake stock market that doesn't care about the debt or the real economy your in luck. Wall Street is t… https://t.co/Ku5TQNiGyT
198,"This is so infuriating! 

“The group has repeatedly appeared in local news stories in recent weeks, expressing supp… https://t.co/qggtcXGfcH"
199,Wall Street doesn't care if interest rates go up. Wall Street doesn't care about the debt. Wall Street doesn't care… https://t.co/9jshFZExkD
200,@WhiteHouse @trumps_feed And Trump wants the taxpayers to spend how much on the border wall?
201,Nancy Pelosi doesn't want the wall because she works for Wall Street. Trump doesn't want the wall because he also w… https://t.co/AtktXO38N4
202,"You guys I never tweet about trump but I’m serious rn is this motherfucker making memes? Building a wall, yeah, cra… https://t.co/8Hy2W9vavo"
203,@sianoresist @krassenstein Anyone who defends him for selling us out to Russia needs to be deported to Russia!!! I’… https://t.co/i4FbRL5JNH
204,"Just more Trump B.S.! He won't do this any more than he's done anything he's threatened! He's just ""posturing"" 2 ke… https://t.co/gyEsoZ35WC"
205,"@DJInsom @rskeehn @ctgalloway @JamesRobin13 @AOC Let’s see, a vote don’t reopen the govt. a bill signed by PRESIDEN… https://t.co/Nz3JbPr3z2"
206,@susanishappy12 @SaysHummingbird @PaulLeeTicks Barr has said he will investigate why and how the investigation was… https://t.co/3VzYb9dDQi
207,@mmpadellan @CorCattDelaware @realDonaldTrump @TuckerCarlson FDR: “The only thing we have to fear is fear itself!”… https://t.co/2YZUr8UPau
208,@ochocinco Trump gunna have a hard time building a wall thru the ocean
209,@realDonaldTrump @TuckerCarlson It's time to address the Nation. People don't really know you and the things you've… https://t.co/PluAlJeMSo
210,@DavidAFrench What about the sheer number of Russian contacts between Dominionists of the Religious Right &amp; their P… https://t.co/m99SRQPjCY
211,@CNN Interesting timing considering Trump was just vindicated on all charges of the fake Obama DOJ created collusio… https://t.co/JP4BqZY59N
212,"To be fair,  the left has been melting down for two years.  Their problem is, nobody is listening anymore, Jeanie i… https://t.co/ptHzJenW7n"
213,"@joshfoxfilm @AndreaChalupa Cheers, laughter: ""I promise you. Mexico will PAY for the wall.""

I say to BASE: ""No, m… https://t.co/eVd9RxrKe3"
214,"@DonaldJTrumpJr Knew that already! Don't want the wall, need their votes. Won't charge Clinton with treason. Refuse… https://t.co/hkn2k4blV3"
215,"@JosephBrass @roger_mcrae Did you slip her some sleeping pills!😂😂😂😂talk in her ear Trump is innocent, Trump is inno… https://t.co/nzsEcRb03D"
216,"4-18-19
https://t.co/MBmRxGuDel"
217,Trump: 'I could have fired everyone' on Mueller team if I wanted to - The Hill then the truth wouldn’t come out! Th… https://t.co/kdcmu67O24
218,231 times he said no collusion. 🤔 How many times did he say Mexico was going to pay for the wall? #Trump https://t.co/StNdkZagjx
219,"@veganMTB @SpeakerPelosi You are so out in the dark let’s see 2016, Obama, Clapper and Brennan lower the intelligen… https://t.co/m4oO9OPovt"
220,I swear listening to #RudyGuilliano is as bad as #BullShitTrump one lies the other double talks the bullshit.… https://t.co/64ei0Bc7p8
221,@itsJeffTiedrich How about impeachment for failing to Defend the Constitution &amp; failing to protect our nation’s sys… https://t.co/tYsJONKNx6
222,It is up to the American people to protest to resist to boycott this Administration of millionaires and billionaire… https://t.co/0RUoSSOEdZ
223,"“We need Americans to have a choice. We need the people who disagree with Trump’s wall, with stronger immigration s… https://t.co/UefcBUifWQ"
224,@PattysYorkie He wanted his border wall or he would allow the shutdown to persist in perpetuity. Pelosi forced his… https://t.co/YWGzEFLfh3
225,@realDonaldTrump @TuckerCarlson The money wasted on this ridiculous investigation would have been better spent buil… https://t.co/9pWKTovtCw
226,“...get to the other side of that wall!” - Your President Donald Trump https://t.co/DFMONp6L1z
227,Wall Street said the full Mueller report was a 'nothingburger' -- aka good for Trump https://t.co/ps4Zak1Pqo
228,"It has been a while since I said anything about the Russia Conspiracy Theory. I have listened to liberals, conserva… https://t.co/hDK4nQf5FD"
229,Approximately 12.3 billion dollars in labor costs to build the wall. Millions of tax dollars wasted trying to impea… https://t.co/udHPbz6QQi
