,0
237,Videos appear to show armed militia detaining migrants at US-Mexico border. ACLU calls the actions ‘kidnapping’ and… https://t.co/vj78Nv3PbF
238,Militia detains migrants at gunpoint along the US-Mexico border https://t.co/eGeabf4JfY
239,A right-wing #militia group operating in southern New Mexico has begun stopping groups of #migrant families &amp; detai… https://t.co/KADuNewyoF
240,"In Bulgaria, citizens that defend the border are hailed as heroes by their government.
 https://t.co/lOqVwRNfAW #FoxNews"
241,"NEW MEXICO IS REAPING WHAT ITS HAS SOWN, BY ELECTING A FAR LEFT LIBERAL, AS ITS GOV. WHO BELIEVES IN OPEN BORDERS!… https://t.co/LZpIpftDZf"
242,Absolutely horrifying that militias- comprised of former law enforcement/military- pointing guns at and detaining p… https://t.co/iPBRSCQb56
243,"#Immigration #BorderPatrol
Videos appear to show armed militia detaining migrants at US-Mexico border https://t.co/5W4mfuLFOw"
244,Videos appear to show armed militia detaining migrants at US-Mexico border https://t.co/45VxBAPaak
245,"It's About Time

We Have The Right To Defend Our Country From All Enemies Foreign Or Domestic

If Congress Would Ac… https://t.co/NJ0dSN8U6r"
246,Government better step up or citizens will. New Mexico WTF you can not elect someone better than this Commie you ca… https://t.co/e7hwk5Mgf5
247,"""Militia in New Mexico Detains Asylum Seekers at Gunpoint"" by SIMON ROMERO via NYT A citizens militia known as the… https://t.co/V7VbhQ0fg6"
248,Militia in New Mexico Detains Asylum Seekers at Gunpoint A citizens militia known as the United Constitutional Patr… https://t.co/L03RNK8RHz
249,"Armed rightwing militia members detained a large group of migrants at the border in NM, coordinated arrest w/border… https://t.co/zKvbegFr5u"
250,New Mexico militia detains migrants at gunpoint until Border Patrol arrives: report https://t.co/GCCpPWf1R0… https://t.co/fGZwkmLfRe
251,"..to “kidnap and detain people seeking asylum” and accused the group of directly making illegal arrests.
Great, a b… https://t.co/qBxe3FXPMD"
252,Videos appear to show armed militia detaining migrants at US-Mexico border... Or also called an acting Paramilitary… https://t.co/qhbzYOsCWR
253,A militia group in New Mexico is holding asylum seekers at gunpoint before handing them over to Border Patrol https://t.co/QH163OYIAw
